test-71.dat Yes 0.869697
test-72.dat Yes 0.744711
test-72.dat Yes 0.661482
test-73.dat Yes 0.795710
test-73.dat Yes 0.818268
test-73.dat Yes 0.507439
test-74.dat Yes 0.793333
test-74.dat Yes 0.584867
test-74.dat Yes 0.776730
test-75.dat Yes 0.750952
test-76.dat Yes 0.788740
test-77.dat Yes 0.784716
test-78.dat Yes 0.810549
test-79.dat Yes 0.874112
test-80.dat Yes 0.884682
test-80.dat Yes 0.906535
test-80.dat Yes 0.869353
test-81.dat Yes 0.899775
test-81.dat Yes 0.787389
test-81.dat Yes 0.840066
test-82.dat Yes 0.723312
test-83.dat Yes 0.740805
test-83.dat Yes 0.794067
test-84.dat Yes 0.627814
test-84.dat Yes 0.843450
test-85.dat Yes 0.777675
test-85.dat Yes 0.846413
test-86.dat Yes 0.755792
test-86.dat Yes 0.920253
test-87.dat Yes 0.874313
test-88.dat Yes 0.799875
test-89.dat Yes 0.676953
test-89.dat Yes 0.681880
test-90.dat Yes 0.683796
test-90.dat Yes 0.756906
test-90.dat Yes 0.763164
test-91.dat Yes 0.846130
test-92.dat Yes 0.786520
test-92.dat Yes 0.658299
test-93.dat Yes 0.722011
test-94.dat Yes 0.817021
test-95.dat Yes 0.829950
test-95.dat Yes 0.794479
test-96.dat Yes 0.951838
test-96.dat Yes 0.869110
98.979592 percent accuracy
